85.26939998477683,708.0297515866109,724.0,707.4417336384455,724.0639333485565,776.8889098885707,85.33333333333333,777.4769278367361
64.0,323.3359055519104,512.4248747389748,329.3702689682706,510.6666666666667,460.0260117848714,62.24179192769179,453.9916483685112
351.826935584851,628.6279403129594,466.8,627.6116188049316,466.973064415149,647.1898192008956,352.0,648.2061407089234
19.2,182.3442626953125,48.33991930812352,187.93972213063438,38.0,241.7877426147461,8.86008069187648,236.19228317942424
300.7443070025991,516.448244920041,505.2,515.8069735527039,505.2556929974009,533.5634974810821,300.8,534.2047688484192
727.6400013496885,115.75525106123305,793.2,105.27244873046875,801.5599986503114,157.55632120439196,736.0,168.03912353515625
726.9323946033334,318.3435759950153,793.2,315.0441497802734,795.8676053966667,368.62189641709404,729.6,371.92132263183595
288.0,484.7013401031494,524.4481726209434,485.10690740751227,524.4,513.1918345451355,287.95182737905657,512.7862672407726
-4.5564917287615,284.86609770878147,31.6,260.349462890625,55.3564917287615,295.38491547481226,19.2,319.90155029296875
550.4,366.66280574798583,710.1088274384647,367.31159474123444,710.0,394.1010482788086,550.2911725615353,393.45225928556
723.9568782313934,197.1962062355287,786.8,187.7330123901367,792.4431217686066,225.2078220847838,729.6,234.67101593017577
